patient_id_short	cell_type_super	gene	pct.expressed	n_cells
007	Ovarian.cancer.cell	ALDH2	0.40493095108059607	12817
007	Ovarian.cancer.cell	ALDH3A1	0.0032768978700163844	12817
007	Ovarian.cancer.cell	ALDH3A2	0.21370055395178278	12817
007	Ovarian.cancer.cell	ALDH3B1	0.0890223921354451	12817
007	Ovarian.cancer.cell	ALDH3B2	0.04400405711164859	12817
007	Ovarian.cancer.cell	ALDH4A1	0.028399781540142	12817
007	Ovarian.cancer.cell	ALDH5A1	0.36888507451041586	12817
007	Ovarian.cancer.cell	ALDH6A1	0.17117890301942731	12817
007	Ovarian.cancer.cell	ALDH7A1	0.5495045642506047	12817
007	Ovarian.cancer.cell	ALDH8A1	0.002730748225013654	12817
007	Ovarian.cancer.cell	ALDH9A1	0.3744245923383007	12817
007	Ovarian.cancer.cell	CD68	0.09885308574549427	12817
007	Ovarian.cancer.cell	NT5E	4.681282671451978e-4	12817
007	Ovarian.cancer.cell	PECAM1	0.0017944916907232582	12817
007	Ovarian.cancer.cell	PROM1	3.1208551143013184e-4	12817
008	Fibroblast	ALDH16A1	0.20143149284253578	978
008	Fibroblast	ALDH18A1	0.25971370143149286	978
008	Fibroblast	ALDH1A1	0.3660531697341513	978
008	Fibroblast	ALDH1A2	0.22903885480572597	978
008	Fibroblast	ALDH1A3	0.5081799591002045	978
008	Fibroblast	ALDH1B1	0.11554192229038855	978
008	Fibroblast	ALDH1L1	0.02044989775051125	978
008	Fibroblast	ALDH1L2	0.1359918200408998	978
008	Fibroblast	ALDH2	0.7147239263803681	978
008	Fibroblast	ALDH3A1	0.0081799591002045	978
008	Fibroblast	ALDH3A2	0.3456032719836401	978
008	Fibroblast	ALDH3B1	0.18711656441717792	978
008	Fibroblast	ALDH3B2	0	978
008	Fibroblast	ALDH4A1	0.046012269938650305	978
008	Fibroblast	ALDH5A1	0.05930470347648262	978
008	Fibroblast	ALDH6A1	0.19325153374233128	978
008	Fibroblast	ALDH7A1	0.4049079754601227	978
008	Fibroblast	ALDH8A1	0.015337423312883436	978
008	Fibroblast	ALDH9A1	0.5869120654396728	978
008	Fibroblast	CD68	0.19938650306748465	978
008	Fibroblast	NT5E	0.3486707566462168	978
008	Fibroblast	PECAM1	0.012269938650306749	978
008	Fibroblast	PROM1	0.0010224948875255625	978
008	Myeloid.cell	ALDH16A1	0.3277545327754533	717
008	Myeloid.cell	ALDH18A1	0.05718270571827057	717
008	Myeloid.cell	ALDH1A1	0.1603905160390516	717
008	Myeloid.cell	ALDH1A2	0.029288702928870293	717
008	Myeloid.cell	ALDH1A3	0	717
008	Myeloid.cell	ALDH1B1	0.05299860529986053	717
008	Myeloid.cell	ALDH1L1	0.002789400278940028	717
008	Myeloid.cell	ALDH1L2	0.015341701534170154	717
008	Myeloid.cell	ALDH2	0.7684797768479776	717
008	Myeloid.cell	ALDH3A1	0	717
008	Myeloid.cell	ALDH3A2	0.20641562064156208	717
008	Myeloid.cell	ALDH3B1	0.3207810320781032	717
008	Myeloid.cell	ALDH3B2	0	717
008	Myeloid.cell	ALDH4A1	0.05299860529986053	717
008	Myeloid.cell	ALDH5A1	0.04741980474198047	717
008	Myeloid.cell	ALDH6A1	0.1087866108786611	717
008	Myeloid.cell	ALDH7A1	0.05299860529986053	717
008	Myeloid.cell	ALDH8A1	0.0041841004184100415	717
008	Myeloid.cell	ALDH9A1	0.3612273361227336	717
008	Myeloid.cell	CD68	0.891213389121339	717
008	Myeloid.cell	NT5E	0.002789400278940028	717
008	Myeloid.cell	PECAM1	0.6820083682008368	717
008	Myeloid.cell	PROM1	0	717
008	Ovarian.cancer.cell	ALDH16A1	0.17721822541966425	4170
008	Ovarian.cancer.cell	ALDH18A1	0.39232613908872904	4170
008	Ovarian.cancer.cell	ALDH1A1	0.017745803357314148	4170
008	Ovarian.cancer.cell	ALDH1A2	0.0016786570743405275	4170
008	Ovarian.cancer.cell	ALDH1A3	0.05251798561151079	4170
008	Ovarian.cancer.cell	ALDH1B1	0.481294964028777	4170
008	Ovarian.cancer.cell	ALDH1L1	0.009832134292565946	4170
008	Ovarian.cancer.cell	ALDH1L2	0.09304556354916067	4170
008	Ovarian.cancer.cell	ALDH2	0.8983213429256595	4170
008	Ovarian.cancer.cell	ALDH3A1	0.0028776978417266188	4170
008	Ovarian.cancer.cell	ALDH3A2	0.23693045563549162	4170
008	Ovarian.cancer.cell	ALDH3B1	0.07745803357314149	4170
008	Ovarian.cancer.cell	ALDH3B2	0.31270983213429254	4170
008	Ovarian.cancer.cell	ALDH4A1	0.05611510791366906	4170
008	Ovarian.cancer.cell	ALDH5A1	0.4071942446043165	4170
008	Ovarian.cancer.cell	ALDH6A1	0.7134292565947242	4170
008	Ovarian.cancer.cell	ALDH7A1	0.741726618705036	4170
008	Ovarian.cancer.cell	ALDH8A1	0.0014388489208633094	4170
008	Ovarian.cancer.cell	ALDH9A1	0.6237410071942446	4170
008	Ovarian.cancer.cell	CD68	0.2918465227817746	4170
008	Ovarian.cancer.cell	NT5E	0.004796163069544364	4170
008	Ovarian.cancer.cell	PECAM1	0.06690647482014389	4170
008	Ovarian.cancer.cell	PROM1	0.05275779376498801	4170
009	Fibroblast	ALDH16A1	0.12399753238741518	1621
009	Fibroblast	ALDH18A1	0.2948797038864898	1621
009	Fibroblast	ALDH1A1	0.3726095003084516	1621
009	Fibroblast	ALDH1A2	0.09747069710055521	1621
009	Fibroblast	ALDH1A3	0.3078346699568168	1621
009	Fibroblast	ALDH1B1	0.15052436767427513	1621
009	Fibroblast	ALDH1L1	0.011104256631708822	1621
009	Fibroblast	ALDH1L2	0.12584824182603332	1621
009	Fibroblast	ALDH2	0.2924120913016656	1621
009	Fibroblast	ALDH3A1	0	1621
009	Fibroblast	ALDH3A2	0.1443553362122147	1621
009	Fibroblast	ALDH3B1	0.08760024676125848	1621
009	Fibroblast	ALDH3B2	0.0030845157310302285	1621
009	Fibroblast	ALDH4A1	0.019123997532387416	1621
009	Fibroblast	ALDH5A1	0.03639728562615669	1621
009	Fibroblast	ALDH6A1	0.11227637260950031	1621
009	Fibroblast	ALDH7A1	0.3312769895126465	1621
009	Fibroblast	ALDH8A1	0.020357803824799507	1621
009	Fibroblast	ALDH9A1	0.35101789019123997	1621
009	Fibroblast	CD68	0.1881554595928439	1621
009	Fibroblast	NT5E	0.526218383713757	1621
009	Fibroblast	PECAM1	0.0024676125848241827	1621
009	Fibroblast	PROM1	6.169031462060457e-4	1621
009	Myeloid.cell	ALDH16A1	0.2918786077613305	17497
009	Myeloid.cell	ALDH18A1	0.09670229182145511	17497
009	Myeloid.cell	ALDH1A1	0.31331085328913527	17497
009	Myeloid.cell	ALDH1A2	0.00548665485511802	17497
009	Myeloid.cell	ALDH1A3	0.0022289535348916957	17497
009	Myeloid.cell	ALDH1B1	0.07458421443676058	17497
009	Myeloid.cell	ALDH1L1	1.1430530948162542e-4	17497
009	Myeloid.cell	ALDH1L2	0.014002400411499114	17497
009	Myeloid.cell	ALDH2	0.7474995713550895	17497
009	Myeloid.cell	ALDH3A1	0.00211464822541007	17497
009	Myeloid.cell	ALDH3A2	0.32811339086700575	17497
009	Myeloid.cell	ALDH3B1	0.33114248156826886	17497
009	Myeloid.cell	ALDH3B2	0.0016574269874835687	17497
009	Myeloid.cell	ALDH4A1	0.04200720123449734	17497
009	Myeloid.cell	ALDH5A1	0.018403154826541694	17497
009	Myeloid.cell	ALDH6A1	0.11527690461221923	17497
009	Myeloid.cell	ALDH7A1	0.1848316854317883	17497
009	Myeloid.cell	ALDH8A1	0.001600274332742756	17497
009	Myeloid.cell	ALDH9A1	0.3712636451963194	17497
009	Myeloid.cell	CD68	0.975310053151969	17497
009	Myeloid.cell	NT5E	0.007086929187860776	17497
009	Myeloid.cell	PECAM1	0.7212665028290564	17497
009	Myeloid.cell	PROM1	0	17497
009	Ovarian.cancer.cell	ALDH16A1	0.16769679800841275	23298
009	Ovarian.cancer.cell	ALDH18A1	0.3141042149540733	23298
009	Ovarian.cancer.cell	ALDH1A1	0.011631899733882737	23298
009	Ovarian.cancer.cell	ALDH1A2	0.010301313417460727	23298
009	Ovarian.cancer.cell	ALDH1A3	0.005322345265688042	23298
009	Ovarian.cancer.cell	ALDH1B1	0.16919907288179242	23298
009	Ovarian.cancer.cell	ALDH1L1	0.011030989784530862	23298
009	Ovarian.cancer.cell	ALDH1L2	0.030045497467593784	23298
009	Ovarian.cancer.cell	ALDH2	0.6259335565284574	23298
009	Ovarian.cancer.cell	ALDH3A1	0.006052021632758177	23298
009	Ovarian.cancer.cell	ALDH3A2	0.20877328526053737	23298
009	Ovarian.cancer.cell	ALDH3B1	0.14297364580650698	23298
009	Ovarian.cancer.cell	ALDH3B2	0.29217100180272987	23298
009	Ovarian.cancer.cell	ALDH4A1	0.022705811657653018	23298
